ID3v1,ID3v2_ver,Title,Artist,Album_Artist,Album,Year,Genre,Track,Composer,Disc,Lyrics,Comment,Pictures
Yes,3,Famous,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,01/14,Shayaa Joseph/ Leland Wayne & Xavier Dotson,1/1,,,1
Yes,3,Bank Account,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,02/14,Shayaa Joseph/ Leland Wayne & Coleridge-Taylor Perkinson,1/1,,,1
Yes,3,Close My Eyes,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,03/14,Shayaa Joseph & Leland Wayne,1/1,,,1
Yes,3,Bad Business,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,04/14,Shayaa Joseph & Joshua Luellen,1/1,,,1
Yes,3,Baby Girl,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,05/14,Shayaa Joseph & Pi'erre Bourne,1/1,,,1
Yes,3,Thug Life,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,06/14,Shayaa Joseph/ Leland Wayne & Curtis Mayfield,1/1,,,1
Yes,3,FaceTime,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,07/14,Shayaa Joseph/ Dijon McFarlane/ Te Whiti Warbrick/ Nicholas Audino & Lewis Hughes,1/1,,,1
Yes,3,Nothin New,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,08/14,Shayaa Joseph/ Leland Wayne & Xavier Dotson,1/1,,,1
Yes,3,Numb,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,09/14,Shayaa Joseph & Leland Wayne,1/1,,,1
Yes,3,Dead People,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,10/14,Shayaa Joseph & Joshua Luellen,1/1,,,1
Yes,3,Money Convo,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,11/14,Shayaa Joseph & Leland Wayne,1/1,,,1
Yes,3,Special,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,12/14,Shayaa Joseph & Wesley Glass,1/1,,,1
Yes,3,Whole Lot,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,13/14,Shayaa Joseph/ Jeffery Williams & Leland Wayne,1/1,,,1
Yes,3,7 Min Freestyle,21 Savage,21 Savage,Issa Album,2017,Trap/ Southern Hip-Hop/ Pop Rap / Gangsta Rap,14/14,Shayaa Joseph & Leland Wayne,1/1,,,1
Yes,3,Ambitionz az a Ridah,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,01/15,Delmar Arnaud & 2Pac,1/2,,,1
Yes,3,Can’t C Me (feat. George Clinton),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,01/14,2Pac & Dr. Dre,2/2,,,1
Yes,3,All Bout U (feat. Snoop Dogg/ Nate Dogg / Dru Down),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,02/15,2Pac/ Calvin Broadus/ Nathaniel Hale/ Bruce Washington/ Yafeu Fula/ Johnny Jackson/ Larry Blackmon & T. Jenkins,1/2,,,1
Yes,3,Shorty Wanna Be a Thug,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,02/14,2Pac & J. Jackson,2/2,,,1
Yes,3,Holla at Me,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,03/14,2Pac & B. Ervin,2/2,,,1
Yes,3,Skandalouz (feat. Nate Dogg),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,03/15,2Pac & D. Arnaud,1/2,,,1
Yes,3,Got My Mind Made Up (feat. Daz Dillinger/ Kurupt/ Redman / Method Man),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,04/15,2Pac/ D. Arnaud & R. Brown,1/2,,,1
Yes,3,Wonda Why They Call U Bytch,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,04/14,2Pac & J. Jackson,2/2,,,1
Yes,3,How Do U Want It (feat. K‐Ci / JoJo),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,05/15,2Pac & J. Jackson,1/2,,,1
Yes,3,When We Ride (feat. Outlawz),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,05/14,2Pac/ Mark Jordan/ T. Himes/ Y. Fula & B. Washington,2/2,,,1
Yes,3,2 of Amerikaz Most Wanted (feat. Snoop Dogg),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,06/15,2Pac/ Calvin Broadus & D. Arnaud,1/2,,,1
Yes,3,Thug Passion (feat. Jewell/ Outlawz / Storm),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,06/14,2Pac/ J. Jackson/ Katari Cox/ M. Greenidge/ M. Beale/ D. Hunter/ Jewell Peyton/ Larry Troutman/ Roger Troutman & Shirley Murdock,2/2,,,1
Yes,3,No More Pain,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,07/15,2Pac/ DeVanté Swing/ C. Smith & R. Diggs Jr.,1/2,,,1
Yes,3,Picture Me Rollin’ (feat. Danny Boy/ Big Syke / CPO‐Boss Hog),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,07/14,2Pac/ J. Jackson/ T. Himes & V. Edwards,2/2,,,1
Yes,3,Check Out Time (feat. Kurupt / Big Syke),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,08/14,2Pac/ J. Jackson/ T. Himes & R. Brown,2/2,,,1
Yes,3,Heartz of Men,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,08/15,2Pac/ David Blake/ Prince/ G. Clinton/ Jr./ W. Collins/ Clarence Haskins & Bernie Worrell,1/2,,,1
Yes,3,Life Goes On,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,09/15,2Pac/ J. Jackson/ J. Jefferson & C. Simmons,1/2,,,1
Yes,3,Ratha Be Ya Nigga (feat. Richie Rich),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,09/14,2Pac & D. Rasheed,2/2,,,1
Yes,3,All Eyez on Me (feat. Big Syke),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,10/14,2Pac/ J. Jackson/ J Pennington & T. Himes,2/2,,,1
Yes,3,Only God Can Judge Me (feat. Rappin’ 4‐Tay),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,10/15,2Pac & Douglas Rasheed,1/2,,,1
Yes,3,Run tha Streetz (feat. Michel’le/ Napoleon / Storm),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,11/14,2Pac/ J. Jackson & M. Beale,2/2,,,1
Yes,3,Tradin’ War Stories (feat. Outlawz/ C‐Bo / Storm),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,11/15,2Pac/ M. Mosley/ R. Thomas/ M. Greenidge/ K. Cox & M. Beale,1/2,,,1
Yes,3,Ain’t Hard 2 Find (feat. E‐40/ B‐Legit/ C‐Bo / Richie Rich),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,12/14,2Pac/ Earl Stevens/ D. Stevens/ B. Jones/ T. Thomas/ S. Thomas & M. Mosley,2/2,,,1
Yes,3,California Love (feat. Dr. Dre / Roger Troutman) [remix],2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,12/15,Roger Troutman/ Mikel Hooks/ Ronald Goss Hudson/ Larry Troutman/ Woodrow Cunnigham Jr. & Norman A. Durham,1/2,,,1
Yes,3,Heaven Ain’t Hard 2 Find,2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,13/14,2Pac & QD3,2/2,,,1
Yes,3,I Ain’t Mad at Cha (feat. Danny Boy),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,13/15,2Pac/ D. Arnaud/ D. Stewart & E. Jordan,1/2,,,1
Yes,3,What’z Ya Phone # (feat. Danny Boy),2Pac,2Pac,All Eyez on Me,1996,West Coast Hip-Hop/ Gangsta Rap/ G-Funk / Pop Rap,14/15,2Pac & J. Jackson,1/2,,,1
Yes,3,Intro,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,01/19,,1/1,,,1
Yes,3,What Up Gangsta,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,02/19,Curtis Jackson & Robert Tewlow,1/1,,,1
Yes,3,Patiently Waiting (feat. Eminem),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,03/19,Curtis Jackson/ Marshall Mathers/ Luis Resto & Mike Elizondo,1/1,,,1
Yes,3,Many Men (Wish Death),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,04/19,Curtis Jackson/ Darrell Branch/ Luis Resto/ Keni St.Lewis & Freddie Perren,1/1,,,1
Yes,3,In Da Club,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,05/19,Curtis Jackson/ Andre R. Young & Mike Elizondo,1/1,,,1
Yes,3,High All the Time,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,06/19,Curtis Jackson/ Marshall Mathers/ Michael Clervoix/ Conrad Almonacy & Luis Resto,1/1,,,1
Yes,3,Heat,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,07/19,Curtis Jackson/ Andre R. Young/ Tom Coster & Mike Elizondo,1/1,,,1
Yes,3,If I Can't,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,08/19,Curtis Jackson/ Andre R. Young/ Mike Elizondo & Theron \"Neff-U\" Feemster,1/1,,,1
Yes,3,Blood Hound (feat. Young Buck),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,09/19,Curtis Jackson/ Sean Henderson & David Brown,1/1,,,1
Yes,3,Back Down,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,10/19,Curtis Jackson/ Andre R. Young/ Theron \"Neff-U\" Feemster & Mike Elizondo,1/1,,,1
Yes,3,P.I.M.P.,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,11/19,Curtis Jackson/ Denaun Porter & Brandon \"Dirtybird\" Parrott,1/1,,,1
Yes,3,Like My Style (feat. Tony Yayo),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,12/19,Curtis Jackson/ Marvin Bernard & Dana Stinson,1/1,,,1
Yes,3,Poor Lil Rich,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,13/19,Curtis Jackson & Michael Clervoix,1/1,,,1
Yes,3,21 Questions (feat. Nate Dogg),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,14/19,Curtis Jackson/ Jimmy Cameron & Vella Maria Cameron,1/1,,,1
Yes,3,Don't Push Me (feat. Lloyd Banks / Eminem),50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,15/19,Curtis Jackson/ Marshall Mathers/ Christopher Lloyd & Luis Resto,1/1,,,1
Yes,3,Gotta Make It to Heaven,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,16/19,Curtis Jackson & Dorsey Wesley,1/1,,,1
Yes,3,Wanksta,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,17/19,,1/1,,,1
Yes,3,U Not Like Me,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,18/19,Curtis Jackson & Andy Thelusma,1/1,,,1
Yes,3,Life's on the Line,50 Cent,50 Cent,Get Rich Or Die Tryin',2003,Gangsta Rap/ East Coast Hip-Hop / Pop Rap,19/19,Curtis Jackson & Terence Dudley,1/1,,,1
Yes,3,Jai Ho! (You Are My Destiny); Jai Ho! (You Are My Destiny),A.R. Rahman / The Pussycat Dolls,A.R. Rahman & The Pussycat Dolls,Jai Ho! (You Are My Destiny) [feat. Nicole Scherzinger] - Single,2009,Negerpunk,01/01,A.R. Rahman/ Tanvi Shah & Gulzar Shah,1/1,,,1
Yes,3,Mamma Mia,ABBA,ABBA,ABBA (Bonus Track Version),1975,Negerpunk,01/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Hey Hey Helen,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,02/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Tropical Loveland,ABBA,ABBA,ABBA (Bonus Track Version),1975,Negerpunk,03/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,S.O.S.,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,04/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Man in the Middle,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,05/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Bang-A-Boomerang,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,06/13,Stig Anderson/ Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,I Do I Do I Do I Do I Do,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,07/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Rock Me,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,08/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Intermezzo No.1,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,09/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,I've Been Waiting for You,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,10/13,Stig Anderson/ Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,So Long,ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,11/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Crazy World [Bonus Track],ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,12/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Pick a Bale off Cotton~On Top of Old Smokey~Midnight Special [Bonus Track],ABBA,ABBA,ABBA (Bonus Track Version),1975,Europop / Pop Rock,13/13,Traditional,1/1,,,1
Yes,3,Eagle (Long Version),ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,01/10,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Take A Chance On Me,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,02/10,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,One Man One Woman,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,03/10,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,The Name Of The Game,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,04/10,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Move On,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,05/10,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Hole In Your Soul,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,06/10,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Thank You For The Music,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,07/10,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,I Wonder (Departure),ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,08/10,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,I'm A Marionette,ABBA,ABBA,ABBA: The Album,1977,Pop/ Progressive Pop/ Europop/ Pop Rock / Progressive Pop,09/10,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Thank You For The Music (Doris Day Version),ABBA,ABBA,ABBA: The Album,1977,Negerpunk,10/10,Benny Andersson & Björn Ulvaeus & Doris Day,1/1,,,1
Yes,3,When I Kissed the Teacher,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,01/12,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Dancing Queen,ABBA,ABBA,Arrival (Bonus Track Version),1974,Europop/ Euro-Disco / Pop Rock,02/12,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,My Love My Life,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,03/12,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Dum Dum Diddle,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,04/12,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Knowing Me Knowing You,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,05/12,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Money Money Money,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,06/12,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,That's Me,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,07/12,Stig Anderson/ Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Why Did it Have to Be Me,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,08/12,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Tiger,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,09/12,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Arrival,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,10/12,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Fernando,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,11/12,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Happy Hawaii,ABBA,ABBA,Arrival (Bonus Track Version),1976,Europop/ Euro-Disco / Pop Rock,12/12,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,As Good As New,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,01/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Voulez-Vous,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,02/13,Björn Ulvaeus/ Benny Andersson & Stig Anderson,1/1,,,1
Yes,3,I Have A Dream,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,03/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Angeleyes,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,04/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,The King Has Lost His Crown,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,05/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Does Your Mother Know,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,06/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,If It Wasn't For The Night,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,07/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Chiquitita,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,08/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Lovers (Live A Little Longer),ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,09/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Kisses Of Fire,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,10/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Summer Night City,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,11/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Lovelight,ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,12/13,Björn Ulvaeus & Benny Andersson,1/1,,,1
Yes,3,Gimme! Gimme! Gimme! (A Man After Midnight),ABBA,ABBA,Voulez-Vous (Bonus Track Version),1979,Euro-Disco/ Europop / Dance-Pop,13/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Waterloo,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,01/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Sitting In The Palmtree,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,02/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,King Kong Song,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,03/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Hasta Manana,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,04/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,My Mama Said,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,02/10,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Dance (While The Music Still Goes On),ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,06/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Honey Honey,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,07/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/2,,,1
Yes,3,Watch Out,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,08/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,What About Livingstone?,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,09/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Gonna Sing You My Lovesong,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,10/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Suzy-Hang-Around,ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,11/13,Benny Andersson & Björn Ulvaeus,1/1,,,1
Yes,3,Waterloo (In Swedish),ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,12/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Honey Honey (In Swedish),ABBA,ABBA,Waterloo (Bonus Track Version),1974,Pop/ Europop/ Pop Rock/ Europop / Dansbandsmusik,13/13,Benny Andersson/ Stig Anderson & Björn Ulvaeus,1/1,,,1
Yes,3,Somniloquy,Akhlys,Akhlys,Melinoë,2020,Atmospheric Black Metal / Dark Ambient,01/05,Kyle Spanswick,1,,,1
Yes,3,Pnigalion,Akhlys,Akhlys,Melinoë,2020,Atmospheric Black Metal / Dark Ambient,02/05,Kyle Spanswick,1,,,1
Yes,3,Succubare,Akhlys,Akhlys,Melinoë,2020,Atmospheric Black Metal / Dark Ambient,03/05,Kyle Spanswick,1,,,1
Yes,3,Ephialtes,Akhlys,Akhlys,Melinoë,2020,Atmospheric Black Metal / Dark Ambient,04/05,Kyle Spanswick,1,,,1
Yes,3,Incubatio,Akhlys,Akhlys,Melinoë,2020,Atmospheric Black Metal / Dark Ambient,05/05,Kyle Spanswick,1,,,1
Yes,3,Front Row,Alanis Morissette,Alanis Morissette,Supposed Former Infatuation Junkie,1998,Pop Rock/ Alternative Rock/ Singer-Songwriter/ Post-Grunge/ Art Rock/ Electronic/ Trip-Hop / Singer-Songwriter,01/17,Alanis Morissette & Glen Ballard,1/1,,,1
